PERMNO,date,RET
14045,20170929,-0.037770
14045,20171031,0.001869
14045,20171130,-0.042910
14045,20171229,-0.045809
14045,20180131,-0.053115
14045,20180228,-0.006473
14045,20180329,0.115092
14045,20180430,0.066212
14045,20180531,0.095890
14045,20180629,0.104167
14045,20180731,-0.000755
14045,20180831,0.147281
14045,20180928,-0.021066
14045,20181031,-0.091459
14045,20181130,-0.046632
14045,20181231,0.045031
14045,20190131,-0.086924
14045,20190228,0.105777
14045,20190329,0.122149
14045,20190430,0.062951
14045,20190531,0.006786
14045,20190628,0.099878
14045,20190731,0.049025
14045,20190830,-0.009028
14045,20190930,-0.101822
14045,20191031,-0.060859
14045,20191129,-0.015248
14045,20191231,0.054839
14045,20200131,0.008563
14045,20200228,-0.278351
14045,20200331,-0.649580
14045,20200430,0.601918
14045,20200529,0.175150
14045,20200630,-0.016561
14045,20200731,-0.060881
14045,20200831,0.366207
14045,20200930,-0.140838
14045,20201030,-0.022327
14045,20201130,0.539664
14045,20201231,0.336456
14045,20210129,-0.082944
14045,20210226,0.326752
14045,20210331,-0.092655
14045,20210430,-0.132804
14045,20210528,0.038438
14045,20210630,-0.059342
14045,20210730,-0.144909
14045,20210831,0.074507
14045,20210930,-0.008158
14045,20211029,0.024674
14045,20211130,-0.062876
14045,20211231,0.113490
14054,20170131,0.073684
14054,20170228,0.088235
14054,20170331,-0.063063
14054,20170428,-0.125000
14054,20170531,-0.384615
14054,20170630,0.303571
14054,20170731,0.369863
14054,20170831,0.080000
14054,20170929,1.166667
14054,20171031,0.115385
14054,20171130,0.314176
14054,20171229,0.064140
14054,20180131,0.419178
14054,20180228,0.048263
14054,20180329,0.130755
14054,20180430,0.003257
14054,20180531,0.379870
14054,20180629,0.160000
14054,20180731,0.245436
14054,20180831,-0.078990
14054,20180928,-0.167109
14054,20181031,-0.206582
14054,20181130,0.032647
14054,20181231,0.099248
14054,20190131,0.557756
14054,20190228,0.101695
14054,20190329,0.006868
14054,20190430,-0.188404
14054,20190531,0.139519
14054,20190628,0.519398
14054,20190731,0.027184
14054,20190830,-0.225236
14054,20190930,-0.049530
14054,20191031,0.208831
14054,20191129,0.069972
14054,20191231,0.278754
14054,20200131,-0.326168
14054,20200228,0.030635
14054,20200331,-0.141021
14054,20200430,0.106283
14054,20200529,0.166392
14054,20200630,0.151023
14054,20200731,0.062538
14054,20200831,0.231308
14054,20200930,0.111669
14054,20201030,0.307678
14054,20201130,0.095376
14054,20201231,-0.076561
14054,20210129,-0.065152
14054,20210226,-0.021478
14054,20210331,-0.147422
14054,20210430,-0.029656
14054,20210528,-0.048550
14054,20210630,0.021372
14054,20210730,-0.009100
14054,20210831,0.060415
14054,20210930,0.042303
14054,20211029,0.068453
14054,20211130,-0.276426
14054,20211231,0.072531
14061,20170131,0.061964
14061,20170228,0.066876
14061,20170331,-0.031973
14061,20170428,0.003920
14061,20170531,-0.025163
14061,20170630,0.006676
14061,20170731,0.019495
14061,20170831,-0.036940
14061,20170929,-0.018051
14061,20171031,-0.019806
14061,20171130,0.009398
14061,20171229,0.019088
14061,20180131,-0.048077
14061,20180228,-0.076960
14061,20180329,0.048984
14061,20180430,0.005976
14061,20180531,-0.013861
14061,20180629,0.115964
14061,20180731,-0.001803
14061,20180831,0.047877
14061,20180928,-0.054310
14061,20181031,-0.037460
14061,20181130,-0.011391
14061,20181231,-0.044647
14061,20190131,0.113854
14061,20190228,-0.012212
14061,20190329,0.042582
14061,20190430,0.055458
14061,20190531,0.017932
14061,20190628,-0.002048
14061,20190731,-0.004114
14061,20190830,0.056588
14061,20190930,0.014073
14061,20191031,0.022402
14061,20191129,0.009067
14061,20191231,-0.016848
14061,20200131,0.042732
14061,20200228,-0.052689
14061,20200331,-0.101970
14061,20200430,0.040517
14061,20200529,0.045568
14061,20200630,0.067750
14061,20200731,0.078067
14061,20200831,-0.012414
14061,20200930,-0.003841
14061,20201030,-0.007374
14061,20201130,0.015918
14061,20201231,0.046309
14061,20210129,0.007667
14061,20210226,0.030103
14061,20210331,0.073860
14061,20210430,0.110978
14061,20210528,0.027808
14061,20210630,0.023115
14061,20210730,0.081081
14061,20210831,-0.001429
14061,20210930,-0.088698
14061,20211029,0.065058
14061,20211130,-0.012562
14061,20211231,0.090297
14071,20170131,0.041480
14071,20170228,0.002167
14071,20170331,0.026115
14071,20170428,-0.011740
14071,20170531,0.051087
14071,20170630,0.033299
14071,20170731,0.031408
14071,20170831,0.022727
14071,20170929,-0.005831
14071,20171031,0.003933
14071,20171130,0.023645
14071,20171229,-0.017425
14071,20180131,-0.089197
14071,20180228,-0.072905
14071,20180329,0.077465
14071,20180430,0.043573
14071,20180531,0.031915
14071,20180629,0.062887
14071,20180731,0.001940
14071,20180831,0.017734
14071,20180928,0.019361
14071,20181031,-0.041785
14071,20181130,0.019173
14071,20181231,-0.073267
14071,20190131,0.138344
14071,20190228,-0.008612
14071,20190329,0.058880
14071,20190430,-0.018536
14071,20190531,0.036827
14071,20190628,0.070128
14071,20190731,0.067416
14071,20190830,0.126316
14071,20190930,0.041697
14071,20191031,0.076170
14071,20191129,-0.029870
14071,20191231,-0.045515
14071,20200131,0.041903
14071,20200228,-0.096115
14071,20200331,-0.325792
14071,20200430,0.146532
14071,20200529,-0.017875
14071,20200630,0.161780
14071,20200731,0.011314
14071,20200831,0.018261
14071,20200930,-0.010248
14071,20201030,0.058671
14071,20201130,0.060082
14071,20201231,0.052019
14071,20210129,-0.011169
14071,20210226,0.057229
14071,20210331,0.091168
14071,20210430,0.107895
14071,20210528,0.014252
14071,20210630,0.067330
14071,20210730,0.064180
14071,20210831,0.062241
14071,20210930,-0.000488
14071,20211029,0.161179
14071,20211130,0.036818
14071,20211231,0.059184
14076,20170131,0.036278
14076,20170228,0.000000
14076,20170331,0.152590
14076,20170428,-0.052438
14076,20170531,-0.022136
14076,20170630,0.089372
14076,20170731,0.021859
14076,20170831,-0.148818
14076,20170929,0.070431
14076,20171031,0.077681
14076,20171130,0.060382
14076,20171229,0.019150
14076,20180131,0.061598
14076,20180228,-0.119564
14076,20180329,-0.030755
14076,20180430,-0.140522
14076,20180531,0.066965
14076,20180629,0.112792
14076,20180731,0.066631
14076,20180831,0.047198
14076,20180928,0.029887
14076,20181031,-0.056518
14076,20181130,0.004837
14076,20181231,-0.054061
14076,20190131,-0.040318
14076,20190228,0.057376
14076,20190329,0.100939
14076,20190430,-0.001752
14076,20190531,-0.060957
14076,20190628,0.046972
14076,20190731,0.051529
14076,20190830,0.011770
14076,20190930,-0.045861
14076,20191031,0.382532
14076,20191129,-0.003392
14076,20191231,-0.004509
14076,20200131,-0.126752
14076,20200228,-0.045708
14076,20200331,-0.134769
14076,20200430,0.266003
14076,20200529,0.087079
14076,20200630,-0.030233
14076,20200731,0.176037
14076,20200831,0.018503
14076,20200930,-0.048865
14076,20201030,-0.046620
14076,20201130,0.050372
14076,20201231,0.020827
14076,20210129,-0.048139
14076,20210226,0.002649
14076,20210331,0.159727
14076,20210430,-0.035695
14076,20210528,-0.031133
14076,20210630,-0.010682
14076,20210730,0.106021
14076,20210831,0.054369
14076,20210930,0.077151
14076,20211029,-0.025768
14076,20211130,0.065480
14076,20211231,0.149484
14097,20170131,-0.066667
14097,20170228,0.034749
14097,20170331,0.070896
14097,20170428,0.047038
14097,20170531,0.093178
14097,20170630,0.083714
14097,20170731,0.080056
14097,20170831,0.040312
14097,20170929,0.077500
14097,20171031,-0.012761
14097,20171130,-0.083431
14097,20171229,-0.003846
14097,20180131,-0.012870
14097,20180228,-0.020860
14097,20180329,-0.070573
14097,20180430,-0.047278
14097,20180531,0.195489
14097,20180629,0.171069
14097,20180731,0.067669
14097,20180831,0.328974
14097,20180928,0.060560
14097,20181031,-0.232976
14097,20181130,0.185744
14097,20181231,-0.075969
14097,20190131,0.007814
14097,20190228,0.068262
14097,20190329,0.102714
14097,20190430,0.110316
14097,20190531,-0.136340
14097,20190628,0.231125
14097,20190731,-0.029451
14097,20190830,-0.100400
14097,20190930,-0.136036
14097,20191031,-0.020887
14097,20191129,0.081884
14097,20191231,0.055210
14097,20200131,-0.053903
14097,20200228,-0.036767
14097,20200331,-0.337539
14097,20200430,0.214524
14097,20200529,0.413644
14097,20200630,0.145611
14097,20200731,0.077351
14097,20200831,0.132697
14097,20200930,-0.262672
14097,20201030,0.131172
14097,20201130,0.037940
14097,20201231,0.211298
14097,20210129,0.131776
14097,20210226,0.062772
14097,20210331,-0.000708
14097,20210430,0.205966
14097,20210528,0.014684
14097,20210630,0.001158
14097,20210730,0.037775
14097,20210831,-0.048719
14097,20210930,-0.059413
14097,20211029,0.113533
14097,20211130,0.092078
14097,20211231,-0.032258
14102,20170131,-0.013214
14102,20170228,-0.011248
14102,20170331,0.252438
14102,20170428,-0.035035
14102,20170531,0.073958
14102,20170630,-0.053840
14102,20170731,0.061756
14102,20170831,-0.171583
14102,20170929,-0.058676
14102,20171031,-0.014917
14102,20171130,0.264467
14102,20171229,0.041489
14102,20180131,0.147023
14102,20180228,-0.077694
14102,20180329,-0.088898
14102,20180430,0.066468
14102,20180531,-0.133040
14102,20180629,0.017051
14102,20180731,-0.026280
14102,20180831,0.231736
14102,20180928,0.035512
14102,20181031,-0.018971
14102,20181130,-0.143920
14102,20181231,0.021286
14102,20190131,0.019991
14102,20190228,-0.027523
14102,20190329,-0.076329
14102,20190430,-0.005571
14102,20190531,-0.063959
14102,20190628,-0.057855
14102,20190731,-0.103759
14102,20190830,0.060248
14102,20190930,0.077437
14102,20191031,0.003619
14102,20191129,0.020093
14102,20191231,-0.022727
14102,20200131,-0.192248
14102,20200228,0.022393
14102,20200331,0.163329
14102,20200430,0.117805
14102,20200529,0.209336
14102,20200630,0.018305
14102,20200731,0.030871
14102,20200831,-0.114860
14102,20200930,-0.103640
14102,20201030,-0.089823
14102,20201130,0.111286
14102,20201231,-0.050543
14102,20210129,0.126866
14102,20210226,-0.067991
14102,20210331,0.261014
14102,20210430,-0.037941
14102,20210528,0.038657
14102,20210630,-0.065789
14102,20210730,-0.010865
14102,20210831,0.013019
14102,20210930,-0.069478
14102,20211029,-0.044454
14102,20211130,0.195122
14102,20211231,0.121693
14107,20170131,0.146565
14107,20170228,-0.072356
14107,20170331,-0.066000
14107,20170428,-0.104925
14107,20170531,0.031101
14107,20170630,0.004640
14107,20170731,-0.092379
14107,20170831,-0.040712
14107,20170929,0.209549
14107,20171031,-0.188268
14107,20171130,0.113062
14107,20171229,-0.162621
14107,20180131,0.037681
14107,20180228,-0.016760
14107,20180329,-0.147869
14107,20180430,0.040173
14107,20180531,0.099359
14107,20180629,0.297376
14107,20180731,-0.734831
14107,20180831,-0.093220
14107,20180928,-0.447664
14107,20181031,0.218274
14107,20181130,-0.279167
14107,20181231,-0.576108
14107,20190131,-0.118182
14107,20190228,-0.036082
14107,20190329,0.288770
14107,20190430,-0.095436
14107,20190531,-0.233945
14107,20190628,-0.179641
14107,20190731,-0.611022
14107,20190830,-0.189341
14107,20190930,-0.084259
14107,20191031,-0.257583
14107,20191129,-0.615254
14107,20191231,0.035398
14107,20200131,0.196581
14107,20200228,-0.228571
14107,20200331,-0.342593
14107,20200430,-0.051690
14107,20200529,-0.034606
14107,20200630,-0.060769
14107,20200731,1.113022
14107,20200831,-0.313798
14107,20200930,-0.051062
14107,20201030,-0.331071
14107,20201130,0.087560
14107,20201231,0.104566
14107,20210129,0.449778
14107,20210226,0.216023
14107,20210331,0.075630
14107,20210430,-0.109375
14107,20210528,0.035088
14107,20210630,-0.059322
14107,20210730,-0.354955
14107,20210831,-0.014106
14107,20210930,-0.148463
14107,20211029,-0.081684
14107,20211130,-0.150000
14107,20211231,-0.237639
14136,20170131,0.133495
14136,20170228,0.143469
14136,20170331,0.059925
14136,20170428,0.128975
14136,20170531,0.067293
14136,20170630,0.071848
14136,20170731,-0.047880
14136,20170831,0.216954
14136,20170929,-0.014168
14136,20171031,0.009581
14136,20171130,0.118624
14136,20171229,0.026511
14136,20180131,0.121901
14136,20180228,0.153775
14136,20180329,0.013567
14136,20180430,0.055906
14136,20180531,0.129754
14136,20180629,-0.071287
14136,20180731,0.048330
14136,20180831,0.263051
14136,20180928,-0.001074
14136,20181031,-0.164643
14136,20181130,0.066512
14136,20181231,-0.005549
14136,20190131,0.121300
14136,20190228,0.139009
14136,20190329,0.023839
14136,20190430,0.079499
14136,20190531,0.029905
14136,20190628,-0.041135
14136,20190731,0.235468
14136,20190830,-0.005987
14136,20190930,-0.109615
14136,20191031,0.285373
14136,20191129,0.067793
14136,20191231,-0.022033
14136,20200131,0.218830
14136,20200228,0.146756
14136,20200331,-0.101124
14136,20200430,0.078429
14136,20200529,0.200061
14136,20200630,0.039234
14136,20200731,0.018455
14136,20200831,0.001723
14136,20200930,-0.055577
14136,20201030,-0.059248
14136,20201130,0.149841
14136,20201231,0.275779
14136,20210129,-0.015964
14136,20210226,0.014051
14136,20210331,-0.212291
14136,20210430,0.070733
14136,20210528,-0.177081
14136,20210630,0.107098
14136,20210730,-0.080219
14136,20210831,-0.056160
14136,20210930,-0.137794
14136,20211029,0.120828
14136,20211130,-0.114037
14136,20211231,-0.132559
14141,20170131,-0.036203
14141,20170228,0.068165
14141,20170331,-0.144533
14141,20170428,-0.014785
14141,20170531,0.041102
14141,20170630,-0.086459
14141,20170731,0.018727
14141,20170831,0.049283
14141,20170929,-0.095154
14141,20171031,0.101720
14141,20171130,0.011726
14141,20171229,0.031941
14141,20180131,0.005093
14141,20180228,-0.055577
14141,20180329,0.088548
14141,20180430,0.092640
14141,20180531,0.031006
14141,20180629,-0.085020
14141,20180731,0.046336
14141,20180831,0.069337
14141,20180928,-0.106628
14141,20181031,-0.133747
14141,20181130,0.000144
14141,20181231,-0.083717
14141,20190131,0.058870
14141,20190228,0.112600
14141,20190329,0.030120
14141,20190430,-0.021183
14141,20190531,0.023883
14141,20190628,0.127965
14141,20190731,-0.009473
14141,20190830,0.030924
14141,20190930,-0.007499
14141,20191031,-0.049914
14141,20191129,0.033043
14141,20191231,0.019566
14141,20200131,0.012871
14141,20200228,-0.087046
14141,20200331,-0.068638
14141,20200430,0.099156
14141,20200529,0.078129
14141,20200630,-0.117674
14141,20200731,0.034372
14141,20200831,0.043511
14141,20200930,-0.060388
14141,20201030,-0.021423
14141,20201130,0.211732
14141,20201231,0.022693
14141,20210129,0.018597
14141,20210226,-0.103093
14141,20210331,-0.029490
14141,20210430,0.074172
14141,20210528,0.004921
14141,20210630,-0.023704
14141,20210730,-0.000684
14141,20210831,-0.035166
14141,20210930,0.015790
14141,20211029,0.053647
14141,20211130,-0.065605
14141,20211231,-0.003576
14149,20170131,0.018518
14149,20170228,-0.122314
14149,20170331,0.052731
14149,20170428,0.127012
14149,20170531,0.009524
14149,20170630,0.143082
14149,20170731,-0.016506
14149,20170831,-0.137063
14149,20170929,0.090762
14149,20171031,-0.185736
14149,20171130,-0.010949
14149,20171229,-0.003690
14149,20180131,-0.066667
14149,20180228,-0.039683
14149,20180329,0.008264
14149,20180430,0.237705
14149,20180531,0.110927
14149,20180629,0.001490
14149,20180731,-0.104167
14149,20180831,0.465116
14149,20180928,-0.082766
14149,20181031,-0.121632
14149,20181130,0.410076
14149,20181231,-0.087425
14149,20190131,0.223753
14149,20190228,-0.122073
14149,20190329,0.008143
14149,20190430,-0.177504
14149,20190531,-0.303707
14149,20190628,-0.042666
14149,20190731,-0.079558
14149,20190830,0.045218
14149,20190930,-0.088438
14149,20191031,-0.045149
14149,20191129,0.054761
14149,20191231,-0.085071
14149,20200131,-0.156791
14149,20200228,-0.325405
14149,20200331,-0.286058
14149,20200430,0.215488
14149,20200529,0.175439
14149,20200630,-0.154753
14149,20200731,0.088290
14149,20200831,-0.116994
14149,20200930,0.083172
14149,20201030,-0.083036
14149,20201130,0.401168
14149,20201231,0.006254
14149,20210129,-0.150552
14149,20210226,0.235772
14149,20210331,-0.091447
14149,20210430,-0.020999
14149,20210528,0.093935
14149,20210630,-0.046653
14149,20210730,-0.066667
14149,20210831,-0.082827
14149,20210930,-0.080364
14149,20211029,-0.012613
14149,20211130,-0.082117
14149,20211231,0.059642
14166,20170131,0.220060
14166,20170228,-0.096933
14166,20170331,0.021739
14166,20170428,0.029255
14166,20170531,-0.051680
14166,20170630,0.158038
14166,20170731,-0.022353
14166,20170831,0.161252
14166,20170929,0.132643
14166,20171031,0.063129
14166,20171130,-0.045611
14166,20171229,-0.023445
14166,20180131,-0.099723
14166,20180228,-0.112821
14166,20180329,0.289017
14166,20180430,0.055605
14166,20180531,0.067120
14166,20180629,0.103503
14166,20180731,0.086580
14166,20180831,0.174635
14166,20180928,-0.019785
14166,20181031,-0.099539
14166,20181130,-0.059946
14166,20181231,-0.174956
14166,20190131,0.168786
14166,20190228,0.119966
14166,20190329,-0.251072
14166,20190430,0.067049
14166,20190531,0.227502
14166,20190628,0.046945
14166,20190731,-0.023710
14166,20190830,-0.223229
14166,20190930,0.105945
14166,20191031,0.060935
14166,20191129,-0.336049
14166,20191231,0.049075
14166,20200131,0.231120
14166,20200228,-0.138142
14166,20200331,-0.228657
14166,20200430,0.132235
14166,20200529,0.008770
14166,20200630,0.077820
14166,20200731,0.116270
14166,20200831,-0.087593
14166,20200930,0.019316
14166,20201030,0.062725
14166,20201130,0.303495
14166,20201231,0.077702
14166,20210129,0.108530
14166,20210226,0.182412
14166,20210331,-0.064788
14166,20210430,-0.066687
14166,20210528,0.013314
14166,20210630,0.034819
14166,20210730,0.005185
14166,20210831,0.112105
14166,20210930,-0.067014
14166,20211029,0.056407
14166,20211130,0.262845
14166,20211231,0.050342
14169,20170131,0.049407
14169,20170228,-0.013497
14169,20170331,0.012727
14169,20170428,0.061891
14169,20170531,0.021302
14169,20170630,0.042874
14169,20170731,-0.030556
14169,20170831,-0.040115
14169,20170929,-0.027761
14169,20171031,0.003070
14169,20171130,-0.111723
14169,20171229,0.005858
14169,20180131,0.111682
14169,20180228,0.021572
14169,20180329,-0.055505
14169,20180430,0.053657
14169,20180531,-0.011216
14169,20180629,0.115267
14169,20180731,0.028037
14169,20180831,0.182620
14169,20180928,0.035044
14169,20181031,-0.017038
14169,20181130,-0.118667
14169,20181231,-0.058245
14169,20190131,0.065328
14169,20190228,-0.080674
14169,20190329,-0.057135
14169,20190430,-0.036532
14169,20190531,0.105928
14169,20190628,0.064218
14169,20190731,-0.009205
14169,20190830,-0.090065
14169,20190930,-0.179807
14169,20191031,0.126556
14169,20191129,0.090853
14169,20191231,0.065841
14169,20200131,-0.082101
14169,20200228,-0.153581
14169,20200331,0.111791
14169,20200430,0.013447
14169,20200529,0.049156
14169,20200630,-0.014659
14169,20200731,0.020128
14169,20200831,-0.058050
14169,20200930,0.002443
14169,20201030,-0.003046
14169,20201130,0.087993
14169,20201231,-0.009034
14169,20210129,-0.035043
14169,20210226,0.004133
14169,20210331,0.000887
14169,20210430,0.044313
14169,20210528,-0.061103
14169,20210630,0.054242
14169,20210730,0.024432
14169,20210831,0.048822
14169,20210930,0.042496
14169,20211029,0.004902
14169,20211130,-0.043132
14169,20211231,0.110602
14177,20170131,0.012158
14177,20170228,0.172673
14177,20170331,0.014725
14177,20170428,0.049842
14177,20170531,-0.114784
14177,20170630,0.025119
14177,20170731,0.028477
14177,20170831,-0.184804
14177,20170929,0.093207
14177,20171031,-0.030347
14177,20171130,0.097616
14177,20171229,0.006789
14177,20180131,-0.059339
14177,20180228,-0.124731
14177,20180329,0.004914
14177,20180430,-0.010595
14177,20180531,0.088962
14177,20180629,0.086989
14177,20180731,-0.050104
14177,20180831,-0.019048
14177,20180928,-0.042569
14177,20181031,-0.135881
14177,20181130,-0.031053
14177,20181231,-0.164710
14177,20190131,0.275931
14177,20190228,-0.030594
14177,20190329,-0.100271
14177,20190430,0.032071
14177,20190531,-0.076520
14177,20190628,0.107886
14177,20190731,0.011769
14177,20190830,0.001689
14177,20190930,0.086346
14177,20191031,0.058793
14177,20191129,0.169191
14177,20191231,0.005710
14177,20200131,0.040161
14177,20200228,-0.021435
14177,20200331,-0.354422
14177,20200430,0.245100
14177,20200529,0.123561
14177,20200630,0.171739
14177,20200731,0.084469
14177,20200831,0.082276
14177,20200930,0.077884
14177,20201030,-0.105691
14177,20201130,0.136932
14177,20201231,-0.017092
14177,20210129,0.011796
14177,20210226,0.102714
14177,20210331,0.050310
14177,20210430,0.095887
14177,20210528,-0.053369
14177,20210630,-0.064910
14177,20210730,0.012255
14177,20210831,0.057618
14177,20210930,-0.113219
14177,20211029,0.130783
14177,20211130,-0.108408
14177,20211231,0.102336
14179,20170131,0.032135
14179,20170228,-0.017616
14179,20170331,-0.048791
14179,20170428,-0.071021
14179,20170531,-0.029259
14179,20170630,0.050559
14179,20170731,-0.045812
14179,20170831,-0.045102
14179,20170929,0.010665
14179,20171031,-0.025126
14179,20171130,-0.020619
14179,20171229,0.000000
14179,20180131,0.022632
14179,20180228,-0.031909
14179,20180329,0.055290
14179,20180430,-0.042821
14179,20180531,0.005790
14179,20180629,0.117216
14179,20180731,-0.037939
14179,20180831,-0.098832
14179,20180928,-0.043220
14179,20181031,-0.102767
14179,20181130,-0.173694
14179,20181231,-0.284844
14179,20190131,0.071353
14179,20190228,-0.139165
14179,20190329,0.019630
14179,20190430,-0.178935
14179,20190531,-0.093793
14179,20190628,-0.158295
14179,20190731,-0.166365
14179,20190830,-0.312364
14179,20190930,-0.047319
14179,20191031,-0.172185
14179,20191129,-0.204000
14179,20191231,0.432161
14179,20200131,-0.350877
14179,20200228,-0.135135
14179,20200331,-0.554438
14179,20200430,3.180110
14179,20200529,0.003356
14179,20200630,-0.150502
14179,20200731,0.165354
14179,20200831,0.087838
14179,20200930,-0.145963
14179,20201030,0.236364
14179,20201130,0.152941
14179,20201231,0.390306
14179,20210129,0.273395
14179,20210226,0.296830
14179,20210331,0.133333
14179,20210430,-0.115686
14179,20210528,0.431264
14179,20210630,0.164214
14179,20210730,-0.095143
14179,20210831,0.008824
14179,20210930,0.370991
14179,20211029,0.056353
14179,20211130,-0.116256
14179,20211231,-0.003417
14181,20170131,-0.001229
14181,20170228,-0.032739
14181,20170331,-0.080548
14181,20170428,-0.067568
14181,20170531,-0.086582
14181,20170630,-0.008869
14181,20170731,0.110179
14181,20170831,-0.044410
14181,20170929,0.004274
14181,20171031,-0.056915
14181,20171130,0.034345
14181,20171229,0.032651
14181,20180131,-0.115488
14181,20180228,-0.042514
14181,20180329,-0.018662
14181,20180430,-0.005574
14181,20180531,0.066488
14181,20180629,0.097607
14181,20180731,0.030694
14181,20180831,0.029960
14181,20180928,-0.038968
14181,20181031,-0.059109
14181,20181130,0.018518
14181,20181231,-0.109697
14181,20190131,0.185160
14181,20190228,0.019264
14181,20190329,0.052119
14181,20190430,-0.011432
14181,20190531,-0.040828
14181,20190628,0.042566
14181,20190731,0.077181
14181,20190830,-0.028978
14181,20190930,0.100922
14181,20191031,0.099064
14181,20191129,-0.003633
14181,20191231,-0.015041
14181,20200131,-0.063165
14181,20200228,-0.087675
14181,20200331,-0.478309
14181,20200430,0.235263
14181,20200529,-0.025328
14181,20200630,0.148746
14181,20200731,-0.102184
14181,20200831,0.025195
14181,20200930,-0.009322
14181,20201030,-0.062446
14181,20201130,0.393248
14181,20201231,0.083824
14181,20210129,0.035952
14181,20210226,0.162434
14181,20210331,0.027947
14181,20210430,0.114928
14181,20210528,0.016562
14181,20210630,0.007926
14181,20210730,0.015072
14181,20210831,0.018679
14181,20210930,-0.057143
14181,20211029,0.069878
14181,20211130,-0.029864
14181,20211231,0.117414
14182,20170131,-0.012389
14182,20170228,0.063441
14182,20170331,0.093023
14182,20170428,0.016754
14182,20170531,-0.010817
14182,20170630,-0.059888
14182,20170731,-0.053919
14182,20170831,0.001149
14182,20170929,0.095604
14182,20171031,-0.016447
14182,20171130,0.132922
14182,20171229,0.156623
14182,20180131,-0.010729
14182,20180228,0.007641
14182,20180329,0.085698
14182,20180430,0.020278
14182,20180531,0.076555
14182,20180629,0.029265
14182,20180731,0.015146
14182,20180831,0.100582
14182,20180928,-0.031276
14182,20181031,0.052603
14182,20181130,-0.033413
14182,20181231,-0.018641
14182,20190131,0.055573
14182,20190228,-0.011473
14182,20190329,-0.076941
14182,20190430,0.078057
14182,20190531,-0.072997
14182,20190628,0.086665
14182,20190731,0.062298
14182,20190830,0.120277
14182,20190930,-0.013186
14182,20191031,-0.038284
14182,20191129,0.170838
14182,20191231,0.013467
14182,20200131,-0.046310
14182,20200228,-0.005564
14182,20200331,-0.267271
14182,20200430,0.152909
14182,20200529,0.147682
14182,20200630,-0.060762
14182,20200731,-0.045346
14182,20200831,0.047500
14182,20200930,0.046514
14182,20201030,-0.060702
14182,20201130,0.128939
14182,20201231,0.196806
14182,20210129,-0.048365
14182,20210226,0.039855
14182,20210331,0.154470
14182,20210430,0.092135
14182,20210528,-0.009071
14182,20210630,-0.004268
14182,20210730,0.039784
14182,20210831,-0.105466
14182,20210930,-0.053157
14182,20211029,-0.025673
14182,20211130,0.060950
14182,20211231,-0.005527
14185,20170131,0.018379
14185,20170228,0.063830
14185,20170331,-0.009554
14185,20170428,0.019291
14185,20170531,-0.044751
14185,20170630,-0.066105
14185,20170731,0.013780
14185,20170831,-0.016429
14185,20170929,0.153013
14185,20171031,-0.038717
14185,20171130,0.130875
14185,20171229,-0.028318
14185,20180131,0.017061
14185,20180228,-0.022072
14185,20180329,0.007961
14185,20180430,0.008061
14185,20180531,0.003231
14185,20180629,0.052093
14185,20180731,0.031606
14185,20180831,0.026929
14185,20180928,-0.133280
14185,20181031,-0.227788
14185,20181130,-0.210793
14185,20181231,-0.150438
14185,20190131,0.230844
14185,20190228,-0.213837
14185,20190329,-0.218766
14185,20190430,0.079003
14185,20190531,-0.237024
14185,20190628,0.185204
14185,20190731,0.079878
14185,20190830,-0.243331
14185,20190930,0.091880
14185,20191031,-0.220646
14185,20191129,-0.107659
14185,20191231,0.166374
14185,20200131,-0.200241
14185,20200228,-0.348416
14185,20200331,-0.405671
14185,20200430,0.251217
14185,20200529,-0.183658
14185,20200630,0.263108
14185,20200731,-0.191698
14185,20200831,0.691877
14185,20200930,-0.270971
14185,20201030,0.187737
14185,20201130,1.161886
14185,20201231,0.022111
14185,20210129,-0.119988
14185,20210226,0.174041
14185,20210331,0.013959
14185,20210430,-0.200440
14185,20210528,0.024793
14185,20210630,-0.025538
14185,20210730,-0.101724
14185,20210831,-0.106334
14185,20210930,-0.058849
14185,20211029,0.183934
14185,20211130,-0.109869
14185,20211231,-0.029450
14196,20170131,0.014859
14196,20170228,0.064422
14196,20170331,-0.048831
14196,20170428,0.007752
14196,20170531,0.000000
14196,20170630,0.003606
14196,20170731,0.005778
14196,20170831,-0.025850
14196,20170929,0.014496
14196,20171031,-0.023856
14196,20171130,0.012469
14196,20171229,0.016503
14196,20180131,-0.047735
14196,20180228,-0.137596
14196,20180329,0.002076
14196,20180430,0.037522
14196,20180531,-0.026406
14196,20180629,0.014446
14196,20180731,-0.025146
14196,20180831,0.055189
14196,20180928,-0.049744
14196,20181031,-0.045154
14196,20181130,0.020807
14196,20181231,-0.114577
14196,20190131,0.086437
14196,20190228,-0.015524
14196,20190329,0.045007
14196,20190430,-0.021519
14196,20190531,-0.006468
14196,20190628,-0.028971
14196,20190731,-0.054018
14196,20190830,0.003569
14196,20190930,0.022404
14196,20191031,0.014015
14196,20191129,-0.035245
14196,20191231,0.007521
14196,20200131,-0.028653
14196,20200228,-0.137168
14196,20200331,-0.225214
14196,20200430,-0.066964
14196,20200529,-0.206938
14196,20200630,0.071644
14196,20200731,-0.057143
14196,20200831,-0.045455
14196,20200930,-0.028571
14196,20201030,-0.120915
14196,20201130,0.682156
14196,20201231,0.029834
14196,20210129,0.057940
14196,20210226,0.116633
14196,20210331,0.010899
